{'id': 0, 'answer': '0.90'}
{'id': 95, 'answer': '0.01'}
{'id': 96, 'answer': '0.90'}
{'id': 97, 'answer': '0.90'}
{'id': 98, 'answer': '0.95'}
{'id': 99, 'answer': '0.90'}
{'id': 100, 'answer': '0.80'}
{'id': 101, 'answer': '0.80'}
{'id': 102, 'answer': '0.70'}
{'id': 103, 'answer': '0.85'}
{'id': 104, 'answer': '0.80'}
{'id': 105, 'answer': '0.90'}
{'id': 106, 'answer': '0.85'}
{'id': 107, 'answer': '0.70'}
{'id': 108, 'answer': '0.85'}
{'id': 109, 'answer': '0.85'}
{'id': 110, 'answer': '0.60'}
{'id': 111, 'answer': '0.50'}
{'id': 112, 'answer': '0.50'}
{'id': 113, 'answer': '0.70'}
{'id': 114, 'answer': '0.70'}
{'id': 115, 'answer': '0.30'}
{'id': 116, 'answer': '0.80'}
{'id': 117, 'answer': '0.40'}
{'id': 118, 'answer': '0.30'}
{'id': 119, 'answer': '0.30'}
{'id': 120, 'answer': '0.20'}
{'id': 121, 'answer': '0.01'}
{'id': 122, 'answer': '0.05'}
{'id': 123, 'answer': '0.20'}
{'id': 124, 'answer': '0.10'}
{'id': 125, 'answer': '0.20'}
{'id': 126, 'answer': '0.01'}
{'id': 127, 'answer': '0.30'}
{'id': 128, 'answer': '1.00'}
{'id': 129, 'answer': '1.00'}
{'id': 130, 'answer': '0.95'}
{'id': 131, 'answer': '0.95'}
{'id': 132, 'answer': '0.80'}
{'id': 133, 'answer': '0.80'}
{'id': 134, 'answer': '0.80'}
{'id': 135, 'answer': '0.80'}
{'id': 136, 'answer': '0.80'}
{'id': 137, 'answer': '0.90'}
{'id': 138, 'answer': '0.80'}
{'id': 139, 'answer': '0.70'}
{'id': 140, 'answer': '0.85'}
{'id': 141, 'answer': '0.80'}
{'id': 142, 'answer': '0.70'}
{'id': 143, 'answer': '0.50'}
{'id': 144, 'answer': '0.50'}
{'id': 145, 'answer': '0.70'}
{'id': 146, 'answer': '0.70'}
{'id': 147, 'answer': '0.30'}
{'id': 148, 'answer': '0.70'}
{'id': 149, 'answer': '0.50'}
{'id': 150, 'answer': '0.30'}
{'id': 151, 'answer': '0.30'}
{'id': 152, 'answer': '0.20'}
{'id': 153, 'answer': '0.01'}
{'id': 154, 'answer': '0.05'}
{'id': 155, 'answer': '0.20'}
{'id': 156, 'answer': '0.30'}
{'id': 157, 'answer': '0.80'}
{'id': 158, 'answer': '0.00'}
{'id': 159, 'answer': '0.00'}
{'id': 160, 'answer': '0.95'}
{'id': 161, 'answer': '1.00'}
{'id': 162, 'answer': '0.99'}
{'id': 163, 'answer': '0.95'}
{'id': 164, 'answer': '0.85'}
{'id': 165, 'answer': '0.80'}
{'id': 166, 'answer': '0.90'}
{'id': 167, 'answer': '0.90'}
{'id': 168, 'answer': '0.85'}
{'id': 169, 'answer': '0.90'}
{'id': 170, 'answer': '0.90'}
{'id': 171, 'answer': '0.80'}
{'id': 172, 'answer': '0.90'}
{'id': 173, 'answer': '0.85'}
{'id': 174, 'answer': '0.70'}
{'id': 175, 'answer': '0.50'}
{'id': 176, 'answer': '0.50'}
{'id': 177, 'answer': '0.70'}
{'id': 178, 'answer': '0.80'}
{'id': 179, 'answer': '0.20'}
{'id': 180, 'answer': '0.80'}
{'id': 181, 'answer': '0.30'}
{'id': 182, 'answer': '0.30'}
{'id': 183, 'answer': '0.10'}
{'id': 184, 'answer': '0.10'}
{'id': 185, 'answer': '0.01'}
{'id': 186, 'answer': '0.01'}
{'id': 187, 'answer': '0.20'}
{'id': 188, 'answer': '0.05'}
{'id': 189, 'answer': '0.10'}
{'id': 190, 'answer': '0.00'}
{'id': 191, 'answer': '0.00'}
{'id': 192, 'answer': '1.00'}
{'id': 193, 'answer': '1.00'}
{'id': 194, 'answer': '0.95'}
{'id': 195, 'answer': '0.90'}
{'id': 196, 'answer': '0.90'}
{'id': 197, 'answer': '0.85'}
{'id': 198, 'answer': '0.90'}
{'id': 199, 'answer': '0.90'}
{'id': 200, 'answer': '0.90'}
{'id': 201, 'answer': '1.00'}
{'id': 202, 'answer': '0.90'}
{'id': 203, 'answer': '0.90'}
{'id': 204, 'answer': '0.90'}
{'id': 205, 'answer': '0.90'}
{'id': 206, 'answer': '0.60'}
{'id': 207, 'answer': '0.50'}
{'id': 208, 'answer': '0.50'}
{'id': 209, 'answer': '0.80'}
{'id': 210, 'answer': '0.90'}
{'id': 211, 'answer': '0.20'}
{'id': 212, 'answer': '0.90'}
{'id': 213, 'answer': '0.30'}
{'id': 214, 'answer': '0.20'}
{'id': 215, 'answer': '0.20'}
{'id': 216, 'answer': '0.01'}
{'id': 217, 'answer': '0.01'}
{'id': 218, 'answer': '0.01'}
{'id': 219, 'answer': '0.20'}
{'id': 220, 'answer': '0.20'}
{'id': 221, 'answer': '0.20'}
{'id': 222, 'answer': '0.00'}
{'id': 223, 'answer': '0.00'}
{'id': 224, 'answer': '0.70'}
{'id': 225, 'answer': '0.50'}
{'id': 226, 'answer': '0.90'}
{'id': 227, 'answer': '0.90'}
{'id': 228, 'answer': '0.50'}
{'id': 229, 'answer': '0.30'}
{'id': 230, 'answer': '0.30'}
{'id': 231, 'answer': '0.30'}
{'id': 232, 'answer': '0.30'}
{'id': 233, 'answer': '0.30'}
{'id': 234, 'answer': '0.70'}
{'id': 235, 'answer': '0.30'}
{'id': 236, 'answer': '0.70'}
{'id': 237, 'answer': '0.30'}
{'id': 238, 'answer': '0.30'}
{'id': 239, 'answer': '0.50'}
{'id': 240, 'answer': '0.50'}
{'id': 241, 'answer': '0.30'}
{'id': 242, 'answer': '0.30'}
{'id': 243, 'answer': '0.10'}
{'id': 244, 'answer': '0.30'}
{'id': 245, 'answer': '0.10'}
{'id': 246, 'answer': '0.10'}
{'id': 247, 'answer': '0.10'}
{'id': 248, 'answer': '0.05'}
{'id': 249, 'answer': '0.01'}
{'id': 250, 'answer': '0.01'}
{'id': 251, 'answer': '0.10'}
{'id': 252, 'answer': '0.10'}
{'id': 253, 'answer': '0.05'}
{'id': 254, 'answer': '0.00'}
{'id': 255, 'answer': '0.00'}
{'id': 256, 'answer': '0.90'}
{'id': 257, 'answer': '0.90'}
{'id': 258, 'answer': '0.95'}
{'id': 259, 'answer': '0.90'}
{'id': 260, 'answer': '0.80'}
{'id': 261, 'answer': '0.80'}
{'id': 262, 'answer': '0.80'}
{'id': 263, 'answer': '0.80'}
{'id': 264, 'answer': '0.80'}
{'id': 265, 'answer': '0.80'}
{'id': 266, 'answer': '0.80'}
{'id': 267, 'answer': '0.70'}
{'id': 268, 'answer': '0.80'}
{'id': 269, 'answer': '0.80'}
{'id': 270, 'answer': '0.60'}
{'id': 271, 'answer': '0.50'}
{'id': 272, 'answer': '0.50'}
{'id': 273, 'answer': '0.70'}
{'id': 274, 'answer': '0.70'}
{'id': 275, 'answer': '0.30'}
{'id': 276, 'answer': '0.70'}
{'id': 277, 'answer': '0.40'}
{'id': 278, 'answer': '0.30'}
{'id': 279, 'answer': '0.30'}
{'id': 280, 'answer': '0.30'}
{'id': 281, 'answer': '0.05'}
{'id': 282, 'answer': '0.05'}
{'id': 283, 'answer': '0.20'}
{'id': 284, 'answer': '0.20'}
{'id': 285, 'answer': '0.20'}
{'id': 286, 'answer': '0.05'}
{'id': 287, 'answer': '0.00'}
{'id': 288, 'answer': '0.90'}
{'id': 289, 'answer': '1.00'}
{'id': 290, 'answer': '0.95'}
{'id': 291, 'answer': '0.90'}
{'id': 292, 'answer': '0.80'}
{'id': 293, 'answer': '0.80'}
{'id': 294, 'answer': '0.80'}
{'id': 295, 'answer': '0.80'}
{'id': 296, 'answer': '0.80'}
{'id': 297, 'answer': '0.90'}
{'id': 298, 'answer': '0.80'}
{'id': 299, 'answer': '0.80'}
{'id': 300, 'answer': '0.80'}
{'id': 301, 'answer': '0.80'}
{'id': 302, 'answer': '0.60'}
{'id': 303, 'answer': '0.50'}
{'id': 304, 'answer': '0.50'}
{'id': 305, 'answer': '0.70'}
{'id': 306, 'answer': '0.50'}
{'id': 307, 'answer': '0.30'}
{'id': 308, 'answer': '0.50'}
{'id': 309, 'answer': '0.30'}
{'id': 310, 'answer': '0.20'}
{'id': 311, 'answer': '0.10'}
{'id': 312, 'answer': '0.20'}
{'id': 313, 'answer': '0.01'}
{'id': 314, 'answer': '0.01'}
{'id': 315, 'answer': '0.20'}
{'id': 316, 'answer': '0.30'}
{'id': 317, 'answer': '0.20'}
{'id': 318, 'answer': '0.00'}
{'id': 319, 'answer': '0.00'}
{'id': 320, 'answer': '0.99'}
{'id': 321, 'answer': '0.90'}
{'id': 322, 'answer': '0.95'}
{'id': 323, 'answer': '0.95'}
{'id': 324, 'answer': '0.80'}
{'id': 325, 'answer': '0.80'}
{'id': 326, 'answer': '0.80'}
{'id': 327, 'answer': '0.80'}
{'id': 328, 'answer': '0.80'}
{'id': 329, 'answer': '0.90'}
{'id': 330, 'answer': '0.90'}
{'id': 331, 'answer': '0.80'}
{'id': 332, 'answer': '0.90'}
{'id': 333, 'answer': '0.80'}
{'id': 334, 'answer': '0.70'}
{'id': 335, 'answer': '0.50'}
{'id': 336, 'answer': '0.50'}
{'id': 337, 'answer': '0.70'}
{'id': 338, 'answer': '0.50'}
{'id': 339, 'answer': '0.30'}
{'id': 340, 'answer': '0.50'}
{'id': 341, 'answer': '0.50'}
{'id': 342, 'answer': '0.30'}
{'id': 343, 'answer': '0.10'}
{'id': 344, 'answer': '0.10'}
{'id': 345, 'answer': '0.01'}
{'id': 346, 'answer': '0.01'}
{'id': 347, 'answer': '0.10'}
{'id': 348, 'answer': '0.10'}
{'id': 349, 'answer': '0.10'}
{'id': 350, 'answer': '0.00'}
{'id': 351, 'answer': '0.00'}
{'id': 352, 'answer': '0.90'}
{'id': 353, 'answer': '0.90'}
{'id': 354, 'answer': '0.95'}
{'id': 355, 'answer': '0.90'}
{'id': 356, 'answer': '0.90'}
{'id': 357, 'answer': '0.80'}
{'id': 358, 'answer': '0.80'}
{'id': 359, 'answer': '0.70'}
{'id': 360, 'answer': '0.80'}
{'id': 361, 'answer': '0.90'}
{'id': 362, 'answer': '0.80'}
{'id': 363, 'answer': '0.80'}
{'id': 364, 'answer': '0.70'}
{'id': 365, 'answer': '0.70'}
{'id': 366, 'answer': 'na'}
{'id': 367, 'answer': '0.50'}
{'id': 368, 'answer': '0.80'}
{'id': 369, 'answer': '0.70'}
{'id': 370, 'answer': '0.80'}
{'id': 371, 'answer': '0.20'}
{'id': 372, 'answer': '0.50'}
{'id': 373, 'answer': '0.30'}
{'id': 374, 'answer': '0.30'}
{'id': 375, 'answer': '0.30'}
{'id': 376, 'answer': '0.30'}
{'id': 377, 'answer': '0.01'}
{'id': 378, 'answer': '0.01'}
{'id': 379, 'answer': '0.20'}
{'id': 380, 'answer': '0.20'}
{'id': 381, 'answer': '0.20'}
{'id': 382, 'answer': '0.00'}
{'id': 383, 'answer': '0.00'}
{'id': 384, 'answer': '0.95'}
{'id': 385, 'answer': '0.99'}
{'id': 386, 'answer': '0.99'}
{'id': 387, 'answer': '0.95'}
{'id': 388, 'answer': '0.90'}
{'id': 389, 'answer': '0.90'}
{'id': 390, 'answer': '0.90'}
{'id': 391, 'answer': '0.90'}
{'id': 392, 'answer': '0.90'}
{'id': 393, 'answer': '0.99'}
{'id': 394, 'answer': '0.90'}
{'id': 395, 'answer': '0.80'}
{'id': 396, 'answer': '0.90'}
{'id': 397, 'answer': '0.90'}
{'id': 398, 'answer': '0.51'}
{'id': 399, 'answer': '0.50'}
{'id': 400, 'answer': '0.50'}
{'id': 401, 'answer': '0.70'}
{'id': 402, 'answer': '0.90'}
{'id': 403, 'answer': '0.30'}
{'id': 404, 'answer': '0.70'}
{'id': 405, 'answer': '0.50'}
{'id': 406, 'answer': '0.30'}
{'id': 407, 'answer': '0.05'}
{'id': 408, 'answer': '0.30'}
{'id': 409, 'answer': '0.01'}
{'id': 410, 'answer': '0.05'}
{'id': 411, 'answer': '0.20'}
{'id': 412, 'answer': '0.30'}
{'id': 413, 'answer': '0.05'}
{'id': 414, 'answer': '0.00'}
{'id': 415, 'answer': '0.50'}
{'id': 416, 'answer': '1.00'}
{'id': 417, 'answer': '1.00'}
{'id': 418, 'answer': '0.99'}
{'id': 419, 'answer': '0.95'}
{'id': 420, 'answer': '0.90'}
{'id': 421, 'answer': '0.90'}
{'id': 422, 'answer': '0.90'}
{'id': 423, 'answer': '0.90'}
{'id': 424, 'answer': '0.90'}
{'id': 425, 'answer': '0.95'}
{'id': 426, 'answer': '0.90'}
{'id': 427, 'answer': '0.80'}
{'id': 428, 'answer': '0.90'}
{'id': 429, 'answer': '0.90'}
{'id': 430, 'answer': '0.70'}
{'id': 431, 'answer': '0.50'}
{'id': 432, 'answer': '0.50'}
{'id': 433, 'answer': '0.80'}
{'id': 434, 'answer': '0.80'}
{'id': 435, 'answer': '0.20'}
{'id': 436, 'answer': '0.80'}
{'id': 437, 'answer': '0.30'}
{'id': 438, 'answer': '0.50'}
{'id': 439, 'answer': '0.30'}
{'id': 440, 'answer': '0.30'}
{'id': 441, 'answer': '0.01'}
{'id': 442, 'answer': '0.01'}
{'id': 443, 'answer': '0.05'}
{'id': 444, 'answer': '0.10'}
{'id': 445, 'answer': '0.50'}
{'id': 446, 'answer': '0.00'}
{'id': 447, 'answer': '0.00'}
{'id': 448, 'answer': '0.50'}
{'id': 449, 'answer': '1.00'}
{'id': 450, 'answer': '0.99'}
{'id': 451, 'answer': '0.95'}
{'id': 452, 'answer': '0.80'}
{'id': 453, 'answer': '0.80'}
{'id': 454, 'answer': '0.50'}
{'id': 455, 'answer': '0.70'}
{'id': 456, 'answer': '0.80'}
{'id': 457, 'answer': '0.80'}
{'id': 458, 'answer': '0.80'}
{'id': 459, 'answer': '0.80'}
{'id': 460, 'answer': '0.70'}
{'id': 461, 'answer': '0.80'}
{'id': 462, 'answer': '0.60'}
{'id': 463, 'answer': '0.50'}
{'id': 464, 'answer': '0.50'}
{'id': 465, 'answer': '0.50'}
{'id': 466, 'answer': '0.50'}
{'id': 467, 'answer': '0.20'}
{'id': 468, 'answer': '0.70'}
{'id': 469, 'answer': '0.30'}
{'id': 470, 'answer': '0.20'}
{'id': 471, 'answer': '0.20'}
{'id': 472, 'answer': '0.20'}
{'id': 473, 'answer': '0.01'}
{'id': 474, 'answer': '0.01'}
{'id': 475, 'answer': '0.20'}
{'id': 476, 'answer': '0.10'}
{'id': 477, 'answer': '0.20'}
{'id': 478, 'answer': '0.00'}
{'id': 479, 'answer': '0.00'}
